uses,floor,name,ceiling,width,height,hip,points,ups
3,1,21,2.2,0.91,0.61,0,4,'202450130002640160102630910'
1,1,187,2.5,1.82,0.682,0,4,'002640020202440060212450140102630720'
1,1,8,2.6,2.275,1.365,0.2,4,'102631190112630760002640300202440060212450140302440170312450330012640060'
1,1,31,2.4,3.64,1.82,0,4,'202630010002640300012640060102631190112630780'
1,1,31,2.4,1.82,0.91,0,4,'202630010002640300012640060102631190112630780'
1,1,27,2.4,1.8,0.91,0,4,'002640300012640060102631190112630780202630160212460200'
1,1,4,2.4,1.61,0.91,0,4,'002640300012640060102631190112630780202630160212460200'
1,1,188,2.9,2.275,1.82,0,4,'102631190112630760002640300012640050202630170212450160'
1,2,7,2.4,3.867,1.82,0,8,'202630010002640300012640060102631190112630780'
1,2,7,2.4,2.275,1.82,0,4,'202630010002640300012640060102631190112630780'
1,2,58,2.4,3.185,2.958,0,4,'202630010002640300012640060102631190112630780'
1,2,27,2.4,1.82,0.91,0,4,'002640300012640060102631190112630780202630160212460200'
1,2,4,2.4,1.82,1.82,0,4,'002640300012640060102631190112630780202630160212460200'
1,2,21,2.4,0.682,0.91,0,4,'002640300012640060102631190112630780202630160212460200'
1,2,56,2.25,2.275,1.82,0,4,'102630680002640020202440090212460200212450050212451070212450140'
1,2,190,1.2,2.275,2.73,0,4,'002640300012640050102631190112630760202630160212460200'
1,1,166,1.3,0.455,1.82,0,4,'002460700102450530112450120202630020'
1,1,30,2.4,2.73,3.64,0,4,'9902631190991263076000264030001264005099024401709912450330102631190112630760202630020202450130102440200112460430112450050112451070112450330102450310'
1,1,8,2.7,1.922,1.331,0.15,4,'002640300102631190202440110212450140302440110312450330112630780012640060'
1,1,90,2.55,3.78,3.51,0,4,'002640300102631190202630320212460200012640060112630780'
1,1,21,2,0.91,0.455,0,4,'002640300102631190202630010012640060112630780'
1,1,191,2.55,3.736,4.625,0,4,'002640300102631190202630010012640060112630780'
1,1,30,2.55,2.73,2.15,0,4,'002640300102631190202630010012640060112630780'
1,1,30,2.55,1.006,2.15,0,4,'002640300102631190202630010012640060112630780'
1,1,7,2.55,0.91,1.015,0,4,'002640300102631190202630010012640060112630780'
1,1,27,2,0.94,1.795,0,4,'002640300102631190202630160212460200112630780012640060'
1,1,192,2.55,2.232,2.25,0,4,'002640300102631190202630160212460200112630780012640060'
1,1,90,2.55,2.83,3.385,0,4,'202630320212460200002460700102450530112450120'
1,1,90,2.55,2.83,3.39,0,4,'202630320212460200002460700102450530112450120'
1,1,12,2.55,0.99,2.25,0,4,'102631190112630780'
1,2,21,2.4,0.94,0.78,0,4,'002640300102631190202630010012640060112630780'
1,2,31,2.4,1.972,2.25,0,4,'002640300102631190202630010012640060112630780'
1,2,31,2.4,1.851,2.25,0,4,'002640300102631190202630010012640060112630780'
1,2,31,2.4,1.835,2.25,0,4,'002640300102631190202630010012640060112630780'
1,2,27,2.4,0.94,1.8,0,4,'202630160212460200002640300102631190012640060112630780'
1,2,19,2.4,3.686,4.525,0,4,'002640300102631190202630010012640060112630780'
1,2,19,2.4,3.822,2.6,0,4,'002640300102631190202630010012640060112630780'
1,2,21,2.4,0.94,1.82,0,4,'002640300102631190202630010012640060112630780'
1,2,21,2.4,0.9,1.8,0,4,'002640300102631190202630010012640060112630780'
1,1,86,2.4,1.82,0.91,1.8,4,'002460600102460450202460190'
1,1,46,2.4,0.91,0.91,0,4,'002640070102460510202630010'
1,1,21,1.8,0.91,0.91,0,4,'002610310012640050102610310112630760202450130'
1,1,87,2.5,0.61,1.82,0,4,'202460190002640200102460450102450310112280290102450310102280290'
1,1,87,2.5,0.61,1.82,0,4,'002640200202460190102460450102450310112460180112450050112451070'
1,1,32,2.4,3.64,3.64,0,4,'002460690102450570112450120102460510202630380212460270'
1,1,21,2.4,0.91,0.91,0,4,'002460600102460450202450130'
1,1,44,2.4,0.91,3.64,0,4,'002460690102630800102450570112450120202630010'
1,1,21,1.8,0.91,0.455,0,4,'002460600102460450202450130'
1,1,3,1.8,0.91,0.455,0,4,'002460600102460450202460190'
1,1,13,1.8,0.91,0.91,0,4,'102460450202460190'
1,1,12,2.4,0.91,0.91,0,4,'102460510002640070'
1,2,21,1.3,0.455,0.91,0,4,'002460600102460450202460190'
1,2,32,2.5,0.455,7.28,0,4,'002460690102450530112450120202460270'
1,2,32,2.4,3.64,3.64,0,4,'002460690102450570112450120202630380212460270'
1,2,32,2.4,3.64,3.64,0,4,'002460690102450530112450120202630380202460270'
1,2,107,2.2,1.82,0.91,0,4,'002460710102460510102460450202460190'
1,2,32,2.4,3.64,2.73,0,4,'002460710102631190112460470202630380212460270'
1,2,21,1.5,0.91,0.91,0,4,'002460600102460450202460190102450120'
1,2,12,2.4,1.365,0.91,0,4,'002640070102460510'
1,2,19,2.4,2.73,2.73,0,4,'002640070102460510202630010'
1,2,7,2.4,6.825,0.91,0,4,'002460650002640070102450570112450120102460510202630160212460200'
1,2,7,2.4,0.91,3.185,0,4,'002640070102450530112450120202630010'
1,2,27,2.5,1.82,2.275,1.1,4,'002640070102460380202440140212450150212450050212451070212460200302440170312450330312280290302440170312450330312450050312451070312460430'
1,2,29,2.7,1.82,2.275,1.25,4,'002610160012460630102610160112460380202440140212450150212450050212451070212460200302440170312450330312280290302440170312450330312450050312451070312460430'
1,1,193,2.408,0.91,1.52,1.1,4,'002460650102460510302440200312450330312280240202440010212450140302440200312450330'
1,1,8,2.8,1.82,0.91,0,4,'002460710102450570112450120202450130102460380'
1,1,194,1.8,1.82,0.91,0,4,'002460710102450570112450120202630010'
1,2,87,1,1.97,0.455,0,4,'002640340012640050102631230112630760202430190'
1,2,168,2.4,1.82,2.73,0,4,'002640070102460380202630010'
1,1,187,2.5,1.82,0.682,0,4,'002640020102630680202440060212450140'
1,1,8,2.6,2.275,1.365,0.2,4,'102631190112630760002640300012640050202440060212450140302440170312450330'
1,1,31,2.4,3.64,1.82,0,4,'102631190112630760002640300012640050202630010'
1,1,31,2.4,1.82,0.91,0,4,'102631190112630760002640300012640050202630010'
1,1,27,2.4,1.8,0.91,0,4,'102631190112630760002640300012640050202630160212460200'
1,1,4,2.4,1.61,0.91,0,4,'102631190112630760002640300012640050202630160212460200'
1,2,7,2.4,3.867,1.82,0,8,'102631190112630760002640300012640050202630010'
1,2,7,2.4,2.275,1.82,0,4,'102631190112630760002640300012640050202630010'
1,2,58,2.4,3.185,2.958,0,4,'102631190112630760002640300012640050202630010'
1,2,27,2.4,1.82,0.91,0,4,'102631190112630760002640300012640050202630160212460200'
1,2,4,2.4,1.82,1.82,0,4,'102631190112630760002640300012640050202630160212460200'
1,2,21,2.4,0.682,0.91,0,4,'102631190112630760002640300012640050202630160212460200'
